timestamp,M-6,M-1,M-2,S-2,P-10,T-4,T-5,F-7,M-3,M-4,M-5,P-15,C-1,C-2,T-12,T-13,F-4,F-5,D-14,T-9,P-14,T-8,P-11,D-15,D-16,M-7,F-8,label
727,-1,-0.045138725,-0.971636667,-1,0.993787943,-1,-1,-0.892857143,0.166461315,-0.21968934,-0.812931226,0.912483689,-0.970358814,-1,-0.327537421,0.37311947,0.128904294,-0.568811121,-1,0,0.999537037,-1,0.949725109,1.142526608,-1,-0.99909638,-1,
728,-1,-0.046834519,-0.966331067,-1,0.996046873,-1,-1,-0.892857143,0.166461315,-0.21968934,-0.812145057,0.924662897,-0.96723869,-1,-0.325897068,0.373905412,0.209166185,-0.557645472,-1,0,0.999555556,-1,0.944894652,1.141601111,-1,-0.99909638,-0.434782609,
729,-1,-0.048530312,-0.966331067,-1,0.995199774,0,-1,-0.892857143,0.166461315,-0.21968934,-0.814140994,0.924488908,-1,-1,-0.324256715,0.374691354,0.292124013,-0.554573045,-1,0,0.999592593,-1,0.947373439,1.140675613,-1,-0.99909638,-1,
730,-1,-0.048530312,-0.961004372,-1,0.994635042,0,-1,-0.892857143,0.166461315,-0.21968934,-0.813839449,0.923444976,-0.989079563,-1,-0.322616363,0.375477296,0.355517042,-0.544906141,-1,0,0.999537037,-1,0.884005466,1.139750116,-1,-0.99909638,-0.956521739,
731,-1,-0.050249658,-0.955677677,-1,0.994070309,0,-1,-0.892857143,0.166461315,-0.21968934,-0.813868168,0.923618965,-0.982839314,-1,-0.32097601,0.376263238,0.41251685,-0.534414927,-1,0,0.999574074,-1,0.881399561,1.138824618,-1,-0.99909638,-0.913043478,
732,-1,-0.052074992,-0.950382625,-1,0.99548214,0,-1,-0.892857143,0.166461315,-0.21968934,-0.826184818,0.923096999,-0.975039002,-1,-0.319335657,0.37704918,0.48730984,-0.525347521,-1,0,0.999592593,-1,0.823179839,1.137899121,-1,-0.99909638,-0.695652174,
733,-1,-0.053900325,-0.950382625,-1,0.993787943,0,-1,-0.892857143,0.166485926,-0.21968934,-0.82594789,0.922053067,-0.970358814,-1,-0.317695304,0.377835122,0.495705758,-0.516205178,-1,0,0.999574074,-1,0.947373439,1.136973623,-1,-0.99909638,-1,
734,-1,-0.053900325,-0.93985581,-1,0.99548214,-1,-1,-0.964285714,0.166485926,-0.21968934,-0.825850965,0.923270987,-0.96723869,-1,-0.316054952,0.378621065,0.503408434,-0.501667354,-1,0,0.999555556,-1,0.882607176,1.136048126,-1,-0.99909638,-0.434782609,
735,-1,-0.057598097,-0.934539663,-1,0.993223211,0,-1,-0.821428571,0.166485926,-0.21968934,-0.825929941,0.920661157,-0.964118565,-1,-0.314414599,0.379407007,0.508338148,-0.491850575,-1,0,0.999555556,-1,0.945530238,1.135122628,-1,-0.99909638,-0.956521739,
736,-1,-0.05955297,-0.929212968,-1,0.992658478,0,-1,-0.821428571,-0.49072993,-0.219913742,-0.826034046,0.922401044,-0.962558502,-1,-0.312774246,0.380192949,0.510571924,-0.486679906,-1,0,0.99962963,-1,0.94591159,1.134197131,-1,-0.99909638,-1,
737,-1,-0.061519619,-0.92389682,-1,0.994635042,0,-1,-0.892857143,-1.110244069,0.042439302,-0.826055585,0.918573293,-0.956318253,-1,-0.311133894,0.380978891,-0.983824379,-0.48548091,-1,0,0.999518519,-1,0.823434074,1.133271634,-1,-0.99909638,-1,
738,-1,-0.063509821,-0.748748754,-1,0.994635042,0,-1,-0.892857143,-1.159064025,0.378943451,-0.825229928,0.918051327,-0.948517941,-1,-0.309493541,0.381764833,-0.98236087,-0.478886433,-1,0,0.999481481,-1,0.818794292,1.132346136,-1,-0.99909638,-1,
739,-1,1,-0.748748754,-1,0.993787943,0,-1,-0.892857143,-1.261515483,0.521520678,-0.820695993,0.918399304,-0.937597504,-1,-0.307853188,0.382550775,-0.981128442,-0.478286935,-1,0,0.999518519,-1,0.945848031,1.131420639,-1,-0.99909638,-1,
740,-1,1,-0.748748754,-1,0.992940844,0,-1,-0.892857143,-1.282170671,0.521526151,-0.850731963,0.918399304,-0.925117005,-1,-0.306212836,0.383336717,-0.978817639,-0.477687437,-1,0,0.999425926,-1,0.927988051,1.130495141,-1,-0.99909638,-0.956521739,
741,-1,1,-0.748748754,-1,0.993223211,-1,-1,-0.892857143,-1.065417326,-0.084435274,-0.623694205,0.916833406,-0.923556942,-1,-0.304572483,0.384122659,-0.983208165,-0.476938064,-1,0,0.999444444,-1,0.933899005,1.129569644,-1,-0.99909638,-1,
742,-1,1,-0.748748754,-1,0.992658478,-1,-1,-0.892857143,-1.089918059,-0.219908269,0.565991542,0.916485428,-1,-1,-0.30293213,0.384908601,-0.980358174,-0.476188692,-1,0,0.999555556,-1,0.913814472,1.128644146,-1,-0.99909638,-1,
743,-1,1,-0.748748754,-1,0.993787943,-1,-1,-0.892857143,-1.052422462,-0.87146704,0.569333659,0.91491953,-0.978159126,-1,-0.301291778,0.385694544,-0.979664934,-0.475514257,-1,0,0.999481481,-1,0.91394159,1.127718649,-1,-0.99909638,-1,
744,-1,1,-0.748748754,-1,0.992376112,-1,-1,-0.964285714,-0.399568991,-1.124356897,0.598895773,0.91491953,-0.971918877,-1,-0.299651425,0.386480486,-0.976506836,-0.4737907,-1,0,0.999537037,-1,0.918835606,1.126793151,-1,-0.99909638,-1,
745,-1,1,-0.748748754,-1,0.993223211,-1,-1,-0.964285714,0.166461315,-1.325979158,0.598895773,0.907264028,-0.968798752,-1,-0.298011072,0.387266428,-0.975197381,-0.473565889,-1,0,0.999351852,-1,0.913242444,1.125867654,-1,-0.99909638,-0.869565217,
746,-1,1,-0.748748754,-1,0.992093746,-1,-1,-0.964285714,-0.151519067,-1.034267793,0.598895773,0.903262288,-0.962558502,-1,-0.29637072,0.38805237,-0.975120354,-0.472891453,-1,0,0.999722222,-1,0.913560238,1.124942156,-1,-0.99909638,-1,
747,-1,1,-0.748748754,-1,0.994917408,-1,-1,-0.964285714,-0.24489504,0.079345185,0.598895773,0.902740322,-0.95475819,-1,-0.294730367,0.388838312,-0.974581167,-0.47109296,-1,0,0.9995,-1,0.914450059,1.123091161,-1,-0.99909638,-0.739130435,
748,-1,1,-0.748748754,-1,0.992093746,-1,-1,-0.964285714,-0.151494455,0.521526151,0.598895773,0.898390605,-0.953198128,-1,-0.293090014,0.389624254,-0.955016368,-0.468620031,-1,0,0.9995,0,0.913878031,1.122165664,-1,-0.99909638,-1,
749,-1,1,-0.748748754,-1,0.994917408,-1,-1,-0.964285714,0.166461315,0.521526151,0.598895773,0.911613745,-0.948517941,-1,-0.291449662,0.390410196,-0.953937993,-0.464648357,-1,0,0.9995,0,0.911462802,1.121240167,-1,-0.99909638,-1,
750,-1,1,-1.055787903,-1,0.993505577,-1,-1,-0.964285714,-0.151469844,-0.070287015,0.598895773,0.907264028,-0.946957878,-1,-0.289809309,0.391196138,-0.953398806,-0.460976432,-1,0,0.999537037,0,0.90968316,1.119389172,-1,-0.99909638,-0.956521739,
751,-1,-0.026214141,-1.050471755,-1,0.993505577,-1,-1,-0.964285714,-0.24489504,0.521526151,0.598895773,0.906394084,-0.945397816,-1,-0.288168956,0.391982081,-0.952782592,-0.457379445,-1,0,0.999518519,0,0.913814472,1.118463674,-1,-0.99909638,-1,
752,-1,-0.027497762,-1.045155608,-1,0.992940844,-1,-1,-0.392857143,-0.151494455,0.521126606,0.598895773,0.911961722,-0.923556942,-1,-0.286528604,0.392768023,-0.952012324,-0.454456892,-1,0,0.999555556,0,0.908666222,1.117538177,-1,-0.99909638,-1,
753,-1,-0.028899147,-1.039733982,-1,0.993505577,-1,-1,0.107142857,0.166461315,0.142692165,0.598895773,0.900478469,-0.918876755,-1,-0.284888251,0.393553965,-0.950471789,-0.452958148,-1,0,0.999481481,0,0.892140973,1.116612679,-1,-0.99909638,-0.695652174,
754,-1,-0.030182769,-1.034417834,-1,0.991529013,-1,-1,-0.714285714,-0.151445233,0.011143464,0.598895773,0.899782514,-0.91575663,-1,-0.283247898,0.394339907,-0.949547468,-0.450110532,-1,0,0.999462963,0,0.897034989,1.114761684,-1,-0.99909638,-1,
755,-1,-0.03159593,-1.02898566,-1,0.993505577,-1,-1,-0.857142857,-0.244944263,0.14273595,0.598895773,0.90169639,-0.914196568,-1,-0.281607546,0.395125849,-0.94900828,-0.445089737,-1,0,0.99937037,0,0.893094353,1.113836187,-1,-0.99909638,-0.956521739,
756,-1,-0.033009091,-1.023637869,-1,0.993223211,-1,-1,-0.392857143,-0.151469844,0.521520678,0.598895773,0.911439756,-0.914196568,-1,-0.279967193,0.395911791,-0.948392066,-0.442317059,-1,0,0.9995,0,0.890488448,1.111985192,-1,-0.99909638,-1,
757,-1,-0.03452824,-1.01833227,-1,0.990964281,-1,-1,-0.821428571,0.166461315,-0.070287015,0.598895773,0.911439756,-0.914196568,-1,-0.27832684,0.396697733,-0.946774504,-0.439769193,-1,0,0.999592593,0,0.892840118,1.111059695,-1,-0.99909638,-1,
758,-1,-0.035964954,-1.012910643,-1,0.992093746,-1,-1,-0.535714286,-0.390225857,0.521520678,0.598895773,0.90430622,-0.912636505,-1,-0.276686488,0.397483675,-0.98451762,-0.433099779,-1,0,0.999351852,0,0.896780754,1.110134197,-1,-0.99909638,-1,
759,-1,-0.037507655,-1.007583948,-1,0.993505577,-1,-1,1,-0.383236195,0.521126606,0.598895773,0.902914311,-0.912636505,-1,-0.275046135,0.398269617,-0.983054111,-0.429128105,-1,0,0.999388889,0,0.726570693,1.1092087,-1,-0.99909638,-0.391304348,
760,-1,-0.038932592,-1.007583948,-1,0.994635042,-1,-1,-0.464285714,-0.376655699,0.142725004,0.598895773,0.898390605,-0.912636505,-1,-0.273405782,0.39905556,-0.981205469,-0.427254674,-1,0,0.999555556,0,0.725935107,1.107357705,-1,-0.99909638,-0.956521739,
761,-1,-0.038932592,-1.002257253,-1,0.992658478,-1,-1,-0.535714286,0.166436703,0.011159884,0.598895773,0.902914311,-0.903276131,-1,-0.27176543,0.399841502,-0.978894666,-0.421559444,-1,0,0.999407407,0,0.709409858,1.106432207,-1,-0.99909638,-1,
762,-1,-0.040593057,-0.996930558,-1,0.994070309,-1,-1,1,0.033347023,0.142725004,0.598895773,0.903784254,-0.900156006,-1,-0.270125077,0.400627444,-0.979664934,-0.418711829,-1,0,0.999388889,0,0.711825087,1.10550671,-1,-0.99909638,-1,
763,-1,-0.042171087,-0.991624958,-1,0.992658478,-1,-1,0.964285714,-0.151420621,0.521520678,0.598895773,0.905002175,-1,-1,-0.268484724,0.401413386,-0.979125746,-0.416538649,-1,0,0.999333333,0,0.710808148,1.103655715,-1,-0.99909638,-1,
764,-1,-0.043749117,-0.986203332,-1,0.991529013,-1,-1,0.607142857,-0.244919651,-0.070287015,0.598895773,0.90430622,-0.996879875,0,-0.266844372,0.402199328,-0.977431157,-0.409119862,-1,0,0.9995,0,0.714367433,1.102730217,-1,-0.99909638,-0.869565217,
765,-1,-0.045433134,-0.980887185,-1,0.991246647,-1,-1,-0.535714286,-0.151445233,0.521520678,0.598895773,0.903262288,-0.996879875,0,-0.265204019,0.40298527,-0.976352783,-0.408295552,-1,0,0.999555556,0,0.714430991,1.10180472,-1,-0.99909638,0.260869565,
766,-1,-0.047105375,-0.975571038,-1,0.994635042,-1,-1,1,-0.036192726,0.521126606,0.598895773,0.90169639,-0.996879875,0,-0.263563666,0.403771212,-0.973887926,-0.403274757,-1,0,0.999351852,0,0.713286936,1.100879223,-1,-0.99909638,0.47826087,
767,-1,-0.048812945,-0.97025489,-1,0.994917408,-1,-1,-0.285714286,0.166436703,0.142730477,0.598895773,0.902566333,-1,0,-0.261923314,0.404557154,-0.950009628,-0.399902582,-1,0,0.999481481,0,0.730892681,1.099953725,-1,-0.99909638,0.391304348,
768,-1,-0.050520514,-0.964938743,-1,0.992093746,-1,-1,1,-0.067132439,0.011148937,0.598895773,0.902218356,-0.996879875,0,-0.260282961,0.405343096,-0.948700173,-0.394881787,-1,0,0.99962963,0,0.732608765,1.099028228,-1,-0.99909638,0.260869565,
769,-1,-0.052216308,-0.959633144,-1,0.995199774,-1,-1,1,-0.15139601,0.142730477,0.598895773,0.902218356,-0.996879875,0,-0.258642608,0.406129039,-0.947621799,-0.391434673,-1,0,0.99937037,0,0.733625703,1.099028228,-1,-0.99909638,-1,
770,-1,-0.054065194,-0.954327544,-1,0.993505577,-1,-1,1,-0.24489504,0.521520678,0.598895773,0.905872118,-0.996879875,0,-0.257002255,0.406914981,-0.946543424,-0.385889318,-1,0,0.999407407,0,0.731146916,1.09810273,-1,-0.99909638,-0.913043478,
771,-1,-0.055890527,-0.954327544,-1,0.993505577,-1,-1,1,-0.202187961,0.521991374,0.597908575,0.90430622,-0.998439938,0,-0.255361903,0.407700923,-0.944848835,-0.384240698,-1,0,0.999481481,0,0.73095624,1.097177233,-1,-0.99909638,-1,
772,-1,-0.055890527,-0.949106328,-1,0.993787943,-1,-1,-0.535714286,-0.098284426,0.515335946,0.634309284,0.904480209,-0.992199688,0,-0.25372155,0.408486865,-0.94377046,-0.381243209,-1,0,0.999388889,0,0.732163854,1.096251735,-1,-0.99909638,-1,
773,-1,-0.057739413,-0.943769085,-1,0.994635042,-1,-1,-0.107142857,0.166461315,0.521203231,0.632780023,0.904828186,-0.982839314,0,-0.252081197,0.409272807,-0.921124591,-0.378395594,-1,0,0.999592593,0,0.890742683,1.095326238,-1,-0.99909638,-0.608695652,
774,-1,-0.05968251,-0.938452938,-1,0.994635042,-1,-1,1,-0.061496409,0.521520678,0.635989317,0.904654197,-0.981279251,0,-0.250440845,0.410058749,-0.920046216,-0.376297351,-1,0,0.999425926,0,0.891759621,1.09440074,-1,-0.99909638,-1,
775,-1,-0.061554948,-0.933168434,-1,0.994635042,-1,-1,-0.892857143,-0.15139601,0.354735425,0.634284155,0.903436277,-0.976599064,0,-0.248800492,0.410844691,-0.91781244,-0.375622916,-1,0,0.999296296,0,0.897734134,1.093475243,-1,-0.99909638,-1,
776,-1,-0.063521598,-0.927947218,-1,0.994352675,0,-1,-0.892857143,-0.24489504,-0.070287015,0.599243985,0.904132231,-0.96723869,0,-0.247160139,0.411630633,-0.915963797,-0.375023418,-1,0,0.999537037,0,0.89652652,1.092549745,-1,-0.99909638,-1,
777,-1,-0.065500024,-0.748748754,-1,0.993505577,0,-1,-0.464285714,-0.15139601,0.405099941,0.571950633,0.903262288,-0.96099844,0,-0.245519787,0.412416576,-0.914346235,-0.374348983,-1,0,0.999481481,0,0.897861251,1.091624248,-1,-0.99909638,-0.086956522,
778,-1,0.999976447,-0.748748754,-1,0.993223211,0,-1,-0.857142857,-0.012294975,0.521520678,0.566476167,0.902914311,-0.918876755,0,-0.243879434,0.413202518,-0.913267861,-0.373674548,-1,0,0.999333333,0,0.896907872,1.090698751,-1,-0.99909638,0.130434783,
779,-1,0.999976447,-0.748748754,-1,0.992376112,0,-1,-0.892857143,0.166461315,0.457823412,0.566379242,0.905176164,-0.91575663,0,-0.242239081,0.41398846,-0.892932794,-0.372475552,-1,0,0.999574074,0,0.903390854,1.089773253,-1,-0.99909638,0.434782609,
780,-1,0.999976447,-0.748748754,-1,0.998870535,0,-1,-0.821428571,-0.249051304,0.142774263,-0.629060977,0.903610265,-0.850234009,0,-0.240598729,0.414774402,-0.88992875,-0.371801117,-1,0,0.999537037,0,0.898051927,1.088847756,-1,-0.99909638,0.52173913,
781,-1,0.999976447,-0.748748754,-1,0.994070309,-1,-1,1,-0.390275079,0.011231035,-0.823808361,0.901348412,-0.826833073,0,-0.238958376,0.415560344,-0.888311188,-0.36925325,-1,0,0.99937037,0,0.897861251,1.087922258,-1,-0.99909638,1.086956522,
782,-1,0.999976447,-0.748748754,-1,0.991529013,-1,-1,0.357142857,-0.382867023,0.14276879,-0.802129477,0.902392344,-0.825273011,0,-0.237318023,0.416346286,-0.887232813,-0.368054255,-1,0,0.999388889,0,0.915911908,1.086996761,-1,-0.99909638,0.173913043,
783,-1,0.999976447,-0.748748754,-1,0.994352675,-1,-1,-0.607142857,0.125652397,0.27954441,-0.806821364,0.901522401,-0.815912637,0,-0.235677671,0.417132228,-0.886154439,-0.342575593,-1,0,0.999611111,0,0.918390695,1.086071263,-1,-0.99909638,0.217391304,
784,-1,0.999976447,-0.748748754,-1,0.993787943,-1,-1,-0.857142857,0.166461315,0.521520678,-0.813559444,0.900652458,-0.8049922,0,-0.234037318,0.41791817,-0.883766609,-0.332758814,-1,0,0.999574074,0,0.917437315,1.085145766,-1,-0.99909638,-1,
785,-1,0.999976447,-0.748748754,-1,0.994070309,-1,-1,-0.785714286,-0.151346787,-0.070287015,-0.813186103,0.901000435,-0.787831513,0,-0.232396965,0.418704112,-0.870286925,-0.322717224,-1,0,0.999462963,0,0.93415324,1.084220268,-1,-0.99909638,-1,
786,-1,0.999976447,-0.748748754,-1,0.992376112,-1,-1,1,-0.244870428,0.175903628,-0.812916867,0.902044367,-0.781591264,0,-0.230756613,0.419490055,-0.860427499,-0.315373375,-1,0,0.99937037,0,0.932882067,1.083294771,-1,-0.956084073,-1,
787,-1,0.999976447,-0.748748754,-1,0.990964281,-1,-1,-0.892857143,-0.151346787,0.521515205,-0.812159416,0.90169639,-0.770670827,0,-0.22911626,0.420275997,-0.859349124,-0.304957098,-1,0,0.999481481,0,0.935170178,1.082369273,-1,-0.99909638,-1,
788,-1,0.999976447,-0.748748754,-1,0.993223211,-1,-1,-0.821428571,0.166436703,0.355107603,-0.814119455,0.900130492,-0.767550702,0,-0.227475907,0.421061939,-0.857808588,-0.297088688,-1,0,0.9995,0,0.914704293,1.081443776,-1,-0.99909638,-1,
789,-1,0.999976447,-0.748748754,-1,0.994917408,-1,-1,-0.892857143,-0.151272952,0.142785209,-0.813846629,0.901174424,-0.761310452,0,-0.225835555,0.421847881,-0.856114,-0.258795759,-1,0,0.999388889,0,0.897543458,1.080518279,-1,-0.99909638,-1,
790,-1,0.999976447,-0.748748754,-1,0.994070309,0,-1,-0.892857143,-0.244845817,0.011247455,-0.812618913,0.900478469,-0.75351014,0,-0.224195202,0.422633823,-0.855035625,-0.217055716,-1,0,0.999407407,0,0.900212921,1.079592781,-1,-0.99909638,-1,
791,-1,0.999976447,-0.748748754,-1,0.991246647,0,-1,-0.892857143,-0.151272952,0.081058301,-0.812267111,0.899782514,-0.745709828,0,-0.222554849,0.423419765,-0.844714038,-0.204166511,-1,0,0.9995,0,0.895763816,1.078667284,-1,-0.99909638,-1,
792,-1,0.999976447,-0.748748754,-1,0.994917408,0,-1,-0.964285714,0.166461315,0.205601287,-0.809815268,0.901174424,-0.739469579,0,-0.220914497,0.424205707,-0.830464086,-0.181310652,-1,0,0.999407407,0,0.897352782,1.077741786,-1,-0.99909638,-1,
793,-1,0.999976447,-1.058435428,-1,0.994070309,0,-1,-0.964285714,-0.151199118,0.521520678,-0.824533504,0.899608525,-0.736349454,0,-0.219274144,0.424991649,-0.829462738,-0.158080108,-1,0,0.999388889,0,0.895954492,1.076816289,-1,-0.99909638,-1,
794,-1,-0.026908945,-1.053013802,-1,0.993223211,0,-1,-0.964285714,-0.244796594,-0.070287015,-0.938474186,0.892648978,-0.730109204,0,-0.217633791,0.425777591,-0.82799923,-0.141444041,-1,0,0.999462963,0,0.89557314,1.074965294,-1,-0.99909638,0.086956522,
795,-1,-0.028204343,-1.047697655,-1,0.993505577,0,-1,-0.964285714,-0.151199118,0.137054754,0.245747866,0.894040887,-0.723868955,0,-0.215993439,0.426563534,-0.826997882,-0.121061111,-1,0,0.999388889,0,0.895636699,1.074039796,-1,-0.99909638,0.782608696,
796,-1,-0.029582175,-1.04226548,-1,0.995199774,0,-1,-0.75,0.166461315,0.521520678,0.566397191,0.893518921,-0.72074883,0,-0.214353086,0.427349476,-0.826073561,-0.095957136,-1,0,0.999425926,0,0.894683319,1.073114299,-1,-0.99909638,0.695652174,
797,-1,-0.030889349,-1.036928237,-1,0.993505577,0,-1,-0.964285714,0.166461315,0.363093023,0.566407961,0.894736842,-0.717628705,0,-0.212712733,0.428135418,-0.821143847,-0.078271947,-1,0,0.999351852,0,0.896780754,1.072188801,-1,-0.99909638,0.695652174,
798,-1,-0.032290734,-1.031538255,-1,0.991529013,0,-1,-0.964285714,0.166461315,0.142812575,0.566393602,0.89108308,-0.711388456,0,-0.211072381,0.42892136,-0.802426343,-0.064783244,-1,0,0.99937037,0,0.89512823,1.071263304,-1,-0.99909638,0.695652174,
799,-1,-0.033715672,-1.026190464,-1,0.993223211,0,-1,-0.964285714,0.166461315,0.011296714,0.44378352,0.891257068,-0.708268331,0,-0.209432028,0.429707302,-0.801424995,-0.05811383,-1,0,0.99937037,0,0.895255347,1.069412309,-1,-0.99909638,0.652173913,
800,-1,-0.035128833,-1.020863768,-1,0.990964281,0,-1,-0.964285714,0.166461315,0.142823522,-0.026905653,0.897520661,-0.700468019,0,-0.207791675,0.430493244,-0.799730406,-0.041927386,-1,0,0.9995,0,0.893475705,1.068486812,-1,-0.99909638,0.652173913,
801,-1,-0.036647982,-1.015547621,-1,0.993505577,0,-1,-0.892857143,0.166461315,0.308005123,-0.601121458,0.888647238,-0.697347894,0,-0.206151323,0.431279186,-0.71792798,-0.0415527,-1,0,0.999425926,0,0.893412146,1.067561314,-1,-0.99909638,-1,
802,-1,-0.038108248,-1.010125995,-1,0.991811379,0,-1,0.964285714,0.166461315,0.521520678,-0.93222791,0.891257068,-0.691107644,0,-0.20451097,0.432065128,-0.716387445,-0.034058976,-1,0,0.999351852,0,0.894429084,1.066635817,-1,-0.99909638,-1,
803,-1,-0.039639173,-1.010125995,-1,0.994635042,0,-1,0.964285714,0.166461315,0.521947589,-0.937544424,0.890735102,-0.68798752,0,-0.202870617,0.432851071,-0.714769883,-0.030761737,-1,0,0.999407407,0,0.894047733,1.065710319,-1,-0.99909638,-1,
804,-1,-0.039639173,-1.0047993,-1,0.993505577,-1,-1,0.642857143,0.166461315,0.507372419,-1.201880344,0.891779034,-0.68174727,0,-0.201230265,0.433637013,-0.714230695,-0.028888306,-1,0,0.999407407,0,0.896717196,1.064784822,-1,-0.99909638,-1,
805,-1,-0.041205427,-0.999462057,-1,0.991811379,-1,-1,0.964285714,0.166461315,0.515642446,-1.242610369,0.888995215,-0.678627145,0,-0.199589912,0.434422955,-0.713306374,-0.790475477,-1,0,0.999574074,0,0.892331649,1.063859324,-1,-0.99909638,-1,
806,-1,-0.042748128,-0.994145909,-1,0.99548214,-1,-1,-0.964285714,0.166461315,0.521526151,-1.255005995,0.883427577,-0.67550702,0,-0.197949559,0.435208897,-0.712767187,-0.789426355,-1,0,0.9995,0,0.89652652,1.062933827,-1,-0.99909638,-1,
807,-1,-0.044314381,-0.988850858,-1,0.994917408,-1,-1,0.964285714,0.166461315,0.521520678,-0.75973019,0.892301,-0.669266771,0,-0.196309206,0.435994839,-0.696745619,-0.788602046,-1,0,0.999407407,0,0.893094353,1.062008329,-1,-0.99909638,-1,
808,-1,-0.045986622,-0.983524163,-1,0.991246647,-1,-1,-0.178571429,0.166461315,-0.070287015,-0.673987493,0.891779034,-0.663026521,0,-0.194668854,0.436780781,-0.640439053,-0.787028364,-1,0,0.999425926,0,0.892649442,1.061082832,-1,-0.99909638,-1,
809,-1,-0.047682416,-0.978229111,-1,0.992376112,-1,-1,-0.928571429,0.166461315,0.521520678,-0.637895508,0.891431057,-0.656786271,0,-0.193028501,0.437566723,-0.486539573,-0.798568699,-1,0,0.999537037,0,0.891124035,1.060157335,-1,-0.99909638,-1,
810,-1,-0.049378209,-0.972891868,-1,0.99548214,-1,-1,-0.928571429,0.166461315,0.521126606,-0.829939763,0.891779034,-0.653666147,0,-0.191388148,0.438352665,-0.431388407,-0.797144891,-1,0,0.999388889,0,0.893030794,1.059231837,-1,-0.99909638,-1,
811,-1,-0.051085779,-0.967565173,-1,0.993787943,-1,-1,-0.928571429,0.166461315,0.142861834,-1.168821751,0.89108308,-0.647425897,0,-0.189747796,0.439138607,-0.373233199,-0.797069954,-1,0,0.999407407,0,0.896081609,1.05830634,-1,-0.99909638,-0.956521739,
812,-1,-0.052793349,-0.962249026,-1,0.991811379,-1,-1,0.964285714,0.166461315,0.011373339,-0.400432932,0.890735102,-0.641185647,0,-0.188107443,0.43992455,-0.297361833,-0.795421335,-1,0,0.99937037,0,0.894047733,1.057380842,-1,-0.99909638,-1,
813,-1,-0.054606906,-0.956943426,-1,0.994070309,-1,-1,0.964285714,0.166461315,0.142867307,-0.274803817,0.889865159,-0.634945398,0,-0.18646709,0.440710492,-0.252917389,-0.794222339,-1,0,0.999574074,0,0.897225665,1.056455345,-1,-0.99909638,-0.956521739,
814,-1,-0.056444015,-0.956943426,-1,0.994070309,-1,-1,-0.964285714,0.166461315,0.521520678,-0.369201554,0.890735102,-0.630265211,0,-0.184826738,0.441496434,-0.252224148,-0.794147402,-1,0,0.999592593,0,0.89417485,1.055529847,-1,-0.99909638,-1,
815,-1,-0.056444015,-0.951627279,-1,0.992940844,-1,-1,-0.964285714,0.166461315,-0.070287015,-0.492802424,0.890213136,-0.625585023,0,-0.183186385,0.442282376,-0.249682265,-0.793772715,-1,0,0.999425926,0,0.894429084,1.05460435,-1,-0.99909638,0.391304348,
816,-1,-0.058292901,-0.94632168,-1,0.992376112,-1,-1,0.321428571,0.166461315,0.521520678,-0.693289921,0.879251849,-0.624024961,0,-0.181546032,0.443068318,-0.247910649,-0.792199033,-1,0,0.999388889,0,0.896081609,-1,-1,-0.99909638,0.608695652,
817,-1,-0.060141787,-0.940984437,-1,0.991811379,-1,-1,0.428571429,-0.108141325,0.521126606,-1.016653145,0.887255328,-0.619344774,0,-0.17990568,0.44385426,-0.243057963,-0.791974222,-1,0,0.99937037,0,0.893666381,-1,-1,-0.99909638,0.695652174,
818,-1,-0.06209666,-0.935794864,-1,0.995764507,-1,-1,-0.392857143,-0.390275079,0.142932986,-0.350925813,0.88568943,-0.613104524,0,-0.178265327,0.444640202,-0.242518775,-0.791449661,-1,0,0.999407407,0,0.894937554,1.053678852,-1,-0.99909638,0.695652174,
819,-1,-0.064051533,-0.930478717,-1,0.994635042,-1,-1,-0.892857143,-0.383433087,0.011428071,0.52407329,0.886907351,-0.609984399,0,-0.176624974,0.445426144,-0.241055267,-0.7909251,-1,0,0.999481481,0,0.891568945,1.051827857,-1,-0.99909638,0.739130435,
820,-1,-0.066029959,-0.748748754,-1,0.994635042,-1,-1,-0.964285714,0.044760599,0.142943932,0.352893031,0.877859939,-0.605304212,0,-0.174984622,0.446212086,-0.238744464,-0.790325602,-1,0,0.999425926,0,0.893539263,-1,-1,-0.99909638,0.782608696,
821,-1,1,-0.748748754,-1,0.993223211,-1,-1,0.285714286,0.166461315,0.521520678,-0.310651695,0.886907351,-0.602184087,0,-0.173344269,0.446998029,-0.228962064,-0.789726104,-1,0,0.99937037,0,0.893157911,1.05090236,-1,-0.99909638,0.652173913,
822,-1,1,-0.748748754,-1,0.992940844,-1,-1,-0.392857143,-0.077792288,-0.070287015,-0.287321497,0.88708134,-0.599063963,0,-0.171703916,0.447783971,-0.156710957,-0.789126606,-1,0,0.999592593,0,0.906123876,1.049976863,-1,-0.99909638,-1,
823,-1,1,-0.735447838,-1,0.992093746,-1,-1,-0.964285714,-0.163443331,0.521520678,-0.030775472,0.88708134,-0.595943838,0,-0.170063564,0.448569913,-0.09732332,-0.788452171,-1,0,0.999462963,0,0.899132424,1.049051365,-1,-0.99909638,0.826086957,
824,-1,-0.171628433,-0.730511415,-1,0.992093746,-1,-1,-0.964285714,-0.244919651,0.521126606,-0.030775472,0.886385385,-0.591263651,0,-0.168423211,0.449355855,-0.02584248,-0.788002548,-1,0,0.9995,0,0.900085804,1.049051365,-1,-0.99909638,-1,
